Community.Area,Week,Year,Weeek,Crimes,Crimes.LastWeek,Arrests.LastWeek,Domestics.LastWeek,Month,MinDay,MaxDay,CommonCrimes.LastWeek
66,47,2013,47,124,109,28,26,11,17,23,63
66,48,2013,48,127,124,37,20,11,24,30,55
66,49,2013,49,125,127,33,30,12,1,7,73
66,5,2013,5,130,135,33,28,1.261538462,1,31,75
66,50,2013,50,113,125,30,18,12,8,14,72
66,51,2013,51,119,113,23,23,12,15,21,72
66,52,2013,52,112,119,24,18,12,22,28,62
66,53,2013,53,38,112,41,19,12,29,31,68
66,6,2013,6,106,130,33,24,2,3,9,70
66,7,2013,7,145,106,31,21,2,10,16,64
66,8,2013,8,119,145,57,18,2,17,23,95
66,9,2013,9,136,119,41,21,2.294117647,1,28,67
66,1,2014,1,68,38,8,6,1,1,4,20
66,10,2014,10,93,117,31,21,3,2,8,69
66,11,2014,11,98,93,38,14,3,9,15,54
66,12,2014,12,139,98,37,15,3,16,22,55
66,13,2014,13,132,139,35,26,3,23,29,72
66,14,2014,14,132,132,32,27,3.71969697,1,31,76
66,15,2014,15,130,132,44,19,4,6,12,75
66,16,2014,16,129,130,48,19,4,13,19,73
66,17,2014,17,134,129,49,16,4,20,26,86
66,18,2014,18,123,134,54,19,4.406504065,1,30,78
66,19,2014,19,142,123,32,21,5,4,10,69
66,2,2014,2,89,68,16,16,1,5,11,30
66,20,2014,20,106,142,42,25,5,11,17,91
66,21,2014,21,148,106,29,21,5,18,24,63
66,22,2014,22,110,148,43,21,5,25,31,86
66,23,2014,23,133,110,32,18,6,1,7,63
66,24,2014,24,138,133,44,21,6,8,14,71
66,25,2014,25,139,138,50,22,6,15,21,62
66,26,2014,26,151,139,44,22,6,22,28,88
66,27,2014,27,145,151,43,32,6.751724138,1,30,96
66,28,2014,28,139,145,41,27,7,6,12,87
66,29,2014,29,138,139,45,25,7,13,19,83
66,3,2014,3,130,89,22,22,1,12,18,42
66,30,2014,30,154,138,44,25,7,20,26,81
66,31,2014,31,139,154,47,25,7.287769784,1,31,83
66,32,2014,32,135,139,51,33,8,3,9,78
66,33,2014,33,148,135,40,26,8,10,16,79
66,34,2014,34,143,148,51,25,8,17,23,76
66,35,2014,35,169,143,50,27,8,24,30,89
66,36,2014,36,135,169,35,27,8.822222222,1,31,103
66,37,2014,37,124,135,46,33,9,7,13,86
66,38,2014,38,115,124,39,26,9,14,20,76
66,39,2014,39,121,115,34,16,9,21,27,64
66,4,2014,4,109,130,46,18,1,19,25,73
66,40,2014,40,127,121,33,21,9.606299213,1,30,73
66,41,2014,41,115,127,36,11,10,5,11,56
66,42,2014,42,130,115,41,16,10,12,18,67
66,43,2014,43,144,130,38,22,10,19,25,75
66,44,2014,44,113,144,42,22,10.16814159,1,31,93
66,45,2014,45,115,113,34,17,11,2,8,66
66,46,2014,46,142,115,30,26,11,9,15,56
66,47,2014,47,123,142,47,23,11,16,22,90
66,48,2014,48,117,123,19,19,11,23,29,59
66,49,2014,49,132,117,25,20,11.85606061,1,30,63
66,5,2014,5,87,109,36,19,1.137931034,1,31,56
66,50,2014,50,100,132,44,23,12,7,13,65
66,51,2014,51,103,100,19,17,12,14,20,49
66,52,2014,52,78,103,24,26,12,21,27,63
66,53,2014,53,57,78,12,15,12,28,31,44
66,6,2014,6,85,87,26,16,2,2,8,38
66,7,2014,7,95,85,23,15,2,9,15,42
66,8,2014,8,83,95,36,12,2,16,22,50
66,9,2014,9,117,83,34,17,2.128205128,1,28,58
67,1,2013,1,125,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
67,10,2013,10,159,151,57,24,3,3,9,83
67,11,2013,11,140,159,50,21,3,10,16,96
67,12,2013,12,143,140,43,26,3,17,23,84
67,13,2013,13,155,143,51,24,3,24,30,95
67,14,2013,14,178,155,49,29,3.865168539,1,31,91
67,15,2013,15,160,178,70,42,4,7,13,121
67,16,2013,16,158,160,56,36,4,14,20,101
67,17,2013,17,183,158,53,37,4,21,27,99
67,18,2013,18,179,183,53,39,4.603351955,1,30,115
67,19,2013,19,208,179,52,35,5,5,11,111
67,2,2013,2,160,125,40,25,1,6,12,76
67,20,2013,20,201,208,60,52,5,12,18,135
67,21,2013,21,178,201,56,63,5,19,25,123
67,22,2013,22,190,178,49,37,5.189473684,1,31,109
67,23,2013,23,189,190,67,33,6,2,8,119
67,24,2013,24,200,189,58,35,6,9,15,114
67,25,2013,25,197,200,54,51,6,16,22,135
67,26,2013,26,199,197,49,41,6,23,29,134
67,27,2013,27,193,199,41,44,6.880829016,1,30,126
67,28,2013,28,185,193,52,38,7,7,13,116
67,29,2013,29,204,185,43,34,7,14,20,111
67,3,2013,3,160,160,48,34,1,13,19,88
67,30,2013,30,222,204,55,50,7,21,27,120
67,31,2013,31,219,222,60,37,7.470319635,1,31,120
67,32,2013,32,200,219,57,41,8,4,10,117
67,33,2013,33,240,200,72,30,8,11,17,126
67,34,2013,34,186,240,59,48,8,18,24,142
67,35,2013,35,184,186,64,32,8,25,31,108
67,36,2013,36,172,184,60,37,9,1,7,112
67,37,2013,37,180,172,48,33,9,8,14,99
67,38,2013,38,167,180,54,36,9,15,21,107
67,39,2013,39,195,167,47,29,9,22,28,105
67,4,2013,4,137,160,60,22,1,20,26,91
67,40,2013,40,175,195,57,35,9.742857143,1,30,105
67,41,2013,41,188,175,51,35,10,6,12,113
67,42,2013,42,156,188,59,28,10,13,19,117
67,43,2013,43,190,156,48,21,10,20,26,100
67,44,2013,44,191,190,52,37,10.31413613,1,31,133
67,45,2013,45,163,191,56,33,11,3,9,114
67,46,2013,46,184,163,54,23,11,10,16,104
67,47,2013,47,153,184,51,35,11,17,23,114
67,48,2013,48,131,153,44,34,11,24,30,102
67,49,2013,49,158,131,35,30,12,1,7,83
67,5,2013,5,146,137,52,24,1.294520548,1,31,77
67,50,2013,50,132,158,61,27,12,8,14,85
67,51,2013,51,134,132,38,35,12,15,21,93
67,52,2013,52,105,134,33,31,12,22,28,80
67,53,2013,53,53,105,28,17,12,29,31,59
67,6,2013,6,156,146,55,29,2,3,9,88
67,7,2013,7,135,156,45,32,2,10,16,98
67,8,2013,8,156,135,49,33,2,17,23,93
67,9,2013,9,151,156,50,31,2.251655629,1,28,90
67,1,2014,1,65,53,20,12,1,1,4,34
67,10,2014,10,100,122,38,31,3,2,8,80
67,11,2014,11,118,100,35,21,3,9,15,60
67,12,2014,12,168,118,37,21,3,16,22,76
67,13,2014,13,122,168,56,31,3,23,29,105
67,14,2014,14,140,122,38,15,3.807142857,1,31,63
67,15,2014,15,160,140,47,30,4,6,12,94
67,16,2014,16,130,160,48,53,4,13,19,106
67,17,2014,17,172,130,43,33,4,20,26,67
67,18,2014,18,145,172,46,35,4.434482759,1,30,107
67,19,2014,19,169,145,47,32,5,4,10,89
67,2,2014,2,109,65,23,8,1,5,11,31
67,20,2014,20,166,169,45,35,5,11,17,99
67,21,2014,21,136,166,51,46,5,18,24,102
67,22,2014,22,138,136,47,31,5,25,31,87
67,23,2014,23,146,138,41,25,6,1,7,80
67,24,2014,24,153,146,42,22,6,8,14,81
67,25,2014,25,177,153,53,29,6,15,21,101
67,26,2014,26,143,177,56,44,6,22,28,108
67,27,2014,27,212,143,48,26,6.726415094,1,30,82
67,28,2014,28,180,212,58,46,7,6,12,120
67,29,2014,29,164,180,55,36,7,13,19,100
67,3,2014,3,160,109,30,33,1,12,18,59
67,30,2014,30,150,164,51,43,7,20,26,100
67,31,2014,31,175,150,51,32,7.268571429,1,31,94
67,32,2014,32,184,175,47,35,8,3,9,114
67,33,2014,33,164,184,57,29,8,10,16,119
67,34,2014,34,165,164,54,33,8,17,23,103
67,35,2014,35,174,165,46,47,8,24,30,108
67,36,2014,36,145,174,53,40,8.882758621,1,31,105
67,37,2014,37,143,145,46,29,9,7,13,86
67,38,2014,38,144,143,49,14,9,14,20,89
67,39,2014,39,194,144,41,35,9,21,27,89
67,4,2014,4,152,160,64,27,1,19,25,103
67,40,2014,40,144,194,63,39,9.569444444,1,30,108
67,41,2014,41,168,144,56,27,10,5,11,83
67,42,2014,42,154,168,42,26,10,12,18,106
67,43,2014,43,157,154,57,29,10,19,25,91
67,44,2014,44,150,157,52,26,10.14666667,1,31,98
67,45,2014,45,129,150,46,40,11,2,8,79
67,46,2014,46,116,129,37,26,11,9,15,81
67,47,2014,47,138,116,46,25,11,16,22,80
67,48,2014,48,108,138,43,41,11,23,29,81
67,49,2014,49,125,108,30,29,11.856,1,30,69
67,5,2014,5,111,152,55,25,1.18018018,1,31,95
67,50,2014,50,122,125,47,31,12,7,13,81
67,51,2014,51,132,122,42,34,12,14,20,74
67,52,2014,52,110,132,37,25,12,21,27,77
67,53,2014,53,60,110,34,24,12,28,31,65
67,6,2014,6,118,111,31,23,2,2,8,63
67,7,2014,7,109,118,45,19,2,9,15,74
67,8,2014,8,113,109,45,17,2,16,22,66
67,9,2014,9,122,113,41,24,2.131147541,1,28,64
68,1,2013,1,122,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
68,10,2013,10,151,143,42,28,3,3,9,87
68,11,2013,11,161,151,56,28,3,10,16,107
68,12,2013,12,156,161,54,25,3,17,23,98
68,13,2013,13,152,156,52,34,3,24,30,97
68,14,2013,14,194,152,46,40,3.891752577,1,31,91
68,15,2013,15,173,194,72,38,4,7,13,130
68,16,2013,16,161,173,56,33,4,14,20,104
68,17,2013,17,164,161,45,38,4,21,27,101
68,18,2013,18,173,164,50,52,4.606936416,1,30,99
68,19,2013,19,169,173,57,35,5,5,11,111
68,2,2013,2,151,122,41,23,1,6,12,72
68,20,2013,20,218,169,48,44,5,12,18,105
68,21,2013,21,186,218,74,40,5,19,25,126
68,22,2013,22,180,186,51,49,5.166666667,1,31,112
68,23,2013,23,165,180,59,30,6,2,8,96
68,24,2013,24,159,165,43,35,6,9,15,102
68,25,2013,25,191,159,28,39,6,16,22,97
68,26,2013,26,156,191,59,34,6,23,29,115
68,27,2013,27,185,156,33,43,6.837837838,1,30,95
68,28,2013,28,189,185,49,48,7,7,13,112
68,29,2013,29,226,189,53,42,7,14,20,115
68,3,2013,3,170,151,46,30,1,13,19,85
68,30,2013,30,172,226,61,57,7,21,27,143
68,31,2013,31,150,172,48,41,7.413333333,1,31,111
68,32,2013,32,175,150,31,39,8,4,10,87
68,33,2013,33,164,175,50,43,8,11,17,117
68,34,2013,34,191,164,51,33,8,18,24,104
68,35,2013,35,183,191,45,33,8,25,31,112
68,36,2013,36,159,183,51,43,9,1,7,110
68,37,2013,37,149,159,48,27,9,8,14,98
68,38,2013,38,130,149,32,29,9,15,21,97
68,39,2013,39,182,130,26,28,9,22,28,72
68,4,2013,4,138,170,56,33,1,20,26,93
68,40,2013,40,136,182,56,30,9.75,1,30,120
68,41,2013,41,132,136,38,33,10,6,12,92
68,42,2013,42,132,132,39,13,10,13,19,81
68,43,2013,43,119,132,34,29,10,20,26,80
68,44,2013,44,158,119,34,23,10.25316456,1,31,74
68,45,2013,45,142,158,40,25,11,3,9,91
68,46,2013,46,142,142,44,29,11,10,16,101
68,47,2013,47,154,142,33,39,11,17,23,102
68,48,2013,48,131,154,38,34,11,24,30,86
68,49,2013,49,123,131,45,33,12,1,7,80
68,5,2013,5,143,138,56,30,1.272727273,1,31,82
68,50,2013,50,120,123,35,26,12,8,14,75
68,51,2013,51,107,120,32,26,12,15,21,63
68,52,2013,52,106,107,31,16,12,22,28,68
68,53,2013,53,44,106,25,25,12,29,31,70
68,6,2013,6,145,143,46,30,2,3,9,92
68,7,2013,7,138,145,52,22,2,10,16,78
68,8,2013,8,120,138,51,22,2,17,23,77
68,9,2013,9,143,120,56,33,2.321678322,1,28,68
68,1,2014,1,58,44,8,16,1,1,4,32
68,10,2014,10,138,131,38,38,3,2,8,92
68,11,2014,11,141,138,55,23,3,9,15,91
68,12,2014,12,144,141,46,36,3,16,22,78
68,13,2014,13,147,144,48,24,3,23,29,89
68,14,2014,14,132,147,38,26,3.712121212,1,31,86
68,15,2014,15,153,132,37,26,4,6,12,64
68,16,2014,16,141,153,41,33,4,13,19,90
68,17,2014,17,143,141,35,30,4,20,26,91
68,18,2014,18,153,143,52,29,4.450980392,1,30,92
68,19,2014,19,147,153,40,29,5,4,10,91
68,2,2014,2,102,58,14,16,1,5,11,32
68,20,2014,20,140,147,38,38,5,11,17,100
68,21,2014,21,131,140,52,32,5,18,24,74
68,22,2014,22,133,131,43,28,5,25,31,74
68,23,2014,23,128,133,45,22,6,1,7,81
68,24,2014,24,148,128,41,23,6,8,14,72
68,25,2014,25,149,148,45,30,6,15,21,76
68,26,2014,26,177,149,49,29,6,22,28,95
68,27,2014,27,135,177,50,35,6.703703704,1,30,107
68,28,2014,28,177,135,34,29,7,6,12,69
68,29,2014,29,157,177,61,44,7,13,19,105
68,3,2014,3,123,102,36,23,1,12,18,58
68,30,2014,30,151,157,52,34,7,20,26,102
68,31,2014,31,139,151,31,29,7.294964029,1,31,89
68,32,2014,32,152,139,46,28,8,3,9,76
68,33,2014,33,135,152,45,30,8,10,16,88
68,34,2014,34,148,135,38,33,8,17,23,85
68,35,2014,35,137,148,35,30,8,24,30,88
68,36,2014,36,127,137,26,35,8.874015748,1,31,83
68,37,2014,37,135,127,33,27,9,7,13,76
68,38,2014,38,141,135,31,25,9,14,20,73
68,39,2014,39,155,141,44,26,9,21,27,77
68,4,2014,4,118,123,35,35,1,19,25,79
68,40,2014,40,138,155,39,20,9.586956522,1,30,92
68,41,2014,41,120,138,40,25,10,5,11,71
68,42,2014,42,147,120,34,25,10,12,18,72
68,43,2014,43,150,147,43,26,10,19,25,88
68,44,2014,44,170,150,55,29,10.17058824,1,31,91
68,45,2014,45,114,170,53,44,11,2,8,95
68,46,2014,46,131,114,34,22,11,9,15,63
68,47,2014,47,115,131,42,45,11,16,22,75
68,48,2014,48,108,115,39,20,11,23,29,69
68,49,2014,49,125,108,31,31,11.872,1,30,72
68,5,2014,5,113,118,36,27,1.203539823,1,31,65
68,50,2014,50,131,125,38,24,12,7,13,67
68,51,2014,51,114,131,36,23,12,14,20,81
68,52,2014,52,103,114,31,29,12,21,27,64
68,53,2014,53,63,103,22,18,12,28,31,63
68,6,2014,6,100,113,37,26,2,2,8,76
68,7,2014,7,118,100,33,25,2,9,15,65
68,8,2014,8,122,118,58,22,2,16,22,81
68,9,2014,9,131,122,58,25,2.145038168,1,28,77
69,1,2013,1,117,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
69,10,2013,10,165,126,44,23,3,3,9,65
69,11,2013,11,151,165,54,41,3,10,16,80
69,12,2013,12,166,151,53,26,3,17,23,87
69,13,2013,13,152,166,53,28,3,24,30,95
69,14,2013,14,168,152,49,23,3.886904762,1,31,83
69,15,2013,15,146,168,47,38,4,7,13,101
69,16,2013,16,144,146,44,33,4,14,20,85
69,17,2013,17,161,144,33,32,4,21,27,87
69,18,2013,18,202,161,57,29,4.574257426,1,30,103
69,19,2013,19,181,202,72,38,5,5,11,125
69,2,2013,2,137,117,41,22,1,6,12,63
69,20,2013,20,157,181,59,33,5,12,18,102
69,21,2013,21,190,157,55,37,5,19,25,95
69,22,2013,22,142,190,49,43,5.154929577,1,31,122
69,23,2013,23,142,142,41,29,6,2,8,89
69,24,2013,24,151,142,35,30,6,9,15,82
69,25,2013,25,177,151,45,37,6,16,22,100
69,26,2013,26,144,177,46,28,6,23,29,100
69,27,2013,27,181,144,39,30,6.883977901,1,30,95
69,28,2013,28,167,181,47,40,7,7,13,117
69,29,2013,29,170,167,53,34,7,14,20,91
69,3,2013,3,159,137,44,19,1,13,19,67
69,30,2013,30,157,170,48,39,7,21,27,103
69,31,2013,31,140,157,44,26,7.464285714,1,31,90
69,32,2013,32,161,140,45,20,8,4,10,73
69,33,2013,33,151,161,42,33,8,11,17,105
69,34,2013,34,131,151,59,32,8,18,24,93
69,35,2013,35,159,131,32,32,8,25,31,91
69,36,2013,36,160,159,47,27,9,1,7,83
69,37,2013,37,147,160,38,26,9,8,14,102
69,38,2013,38,130,147,45,25,9,15,21,77
69,39,2013,39,142,130,39,22,9,22,28,72
69,4,2013,4,152,159,43,34,1,20,26,85
69,40,2013,40,147,142,34,38,9.755102041,1,30,78
69,41,2013,41,122,147,40,26,10,6,12,94
69,42,2013,42,137,122,44,21,10,13,19,73
69,43,2013,43,139,137,44,22,10,20,26,82
69,44,2013,44,121,139,37,21,10.23966942,1,31,81
69,45,2013,45,134,121,35,30,11,3,9,71
69,46,2013,46,134,134,43,28,11,10,16,85
69,47,2013,47,138,134,44,25,11,17,23,96
69,48,2013,48,117,138,43,32,11,24,30,87
69,49,2013,49,132,117,38,31,12,1,7,68
69,5,2013,5,142,152,55,27,1.274647887,1,31,90
69,50,2013,50,115,132,39,22,12,8,14,76
69,51,2013,51,130,115,25,23,12,15,21,64
69,52,2013,52,119,130,33,35,12,22,28,86
69,53,2013,53,52,119,29,33,12,29,31,77
69,6,2013,6,127,142,45,29,2,3,9,84
69,7,2013,7,157,127,44,17,2,10,16,72
69,8,2013,8,122,157,56,31,2,17,23,99
69,9,2013,9,126,122,48,18,2.317460317,1,28,59
69,1,2014,1,68,52,15,20,1,1,4,33
69,10,2014,10,113,96,43,15,3,2,8,58
69,11,2014,11,118,113,39,21,3,9,15,53
69,12,2014,12,138,118,43,22,3,16,22,56
69,13,2014,13,133,138,48,36,3,23,29,77
69,14,2014,14,128,133,51,26,3.765625,1,31,63
69,15,2014,15,127,128,30,27,4,6,12,73
69,16,2014,16,150,127,45,24,4,13,19,78
69,17,2014,17,126,150,58,33,4,20,26,86
69,18,2014,18,148,126,35,33,4.432432432,1,30,69
69,19,2014,19,148,148,51,31,5,4,10,81
69,2,2014,2,103,68,22,16,1,5,11,36
69,20,2014,20,114,148,46,25,5,11,17,87
69,21,2014,21,126,114,27,22,5,18,24,64
69,22,2014,22,126,126,41,22,5,25,31,77
69,23,2014,23,135,126,36,27,6,1,7,86
69,24,2014,24,137,135,40,27,6,8,14,79
69,25,2014,25,141,137,42,24,6,15,21,80
69,26,2014,26,145,141,39,34,6,22,28,89
69,27,2014,27,124,145,50,33,6.709677419,1,30,88
69,28,2014,28,177,124,40,32,7,6,12,72
69,29,2014,29,163,177,49,49,7,13,19,97
69,3,2014,3,110,103,25,19,1,12,18,54
69,30,2014,30,152,163,49,29,7,20,26,99
69,31,2014,31,128,152,45,39,7.328125,1,31,87
69,32,2014,32,164,128,29,26,8,3,9,71
69,33,2014,33,129,164,47,34,8,10,16,94
69,34,2014,34,134,129,36,26,8,17,23,77
69,35,2014,35,149,134,37,26,8,24,30,74
69,36,2014,36,115,149,34,35,8.87826087,1,31,96
69,37,2014,37,116,115,28,24,9,7,13,66
69,38,2014,38,146,116,34,34,9,14,20,77
69,39,2014,39,117,146,38,34,9,21,27,81
69,4,2014,4,104,110,26,28,1,19,25,62
69,40,2014,40,124,117,36,24,9.540322581,1,30,62
69,41,2014,41,120,124,36,18,10,5,11,73
69,42,2014,42,131,120,31,25,10,12,18,70
69,43,2014,43,141,131,29,29,10,19,25,82
69,44,2014,44,124,141,39,31,10.12903226,1,31,78
69,45,2014,45,143,124,25,27,11,2,8,68
69,46,2014,46,101,143,37,20,11,9,15,82
69,47,2014,47,112,101,31,26,11,16,22,58
69,48,2014,48,115,112,31,16,11,23,29,70
69,49,2014,49,155,115,32,24,11.82580645,1,30,64
69,5,2014,5,120,104,42,16,1.15,1,31,46
69,50,2014,50,121,155,47,28,12,7,13,91
69,51,2014,51,130,121,32,21,12,14,20,74
69,52,2014,52,104,130,34,32,12,21,27,71
69,53,2014,53,57,104,31,26,12,28,31,57
69,6,2014,6,101,120,40,25,2,2,8,66
69,7,2014,7,117,101,42,22,2,9,15,59
69,8,2014,8,135,117,36,30,2,16,22,72
69,9,2014,9,96,135,50,25,2.145833333,1,28,75
70,1,2013,1,33,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
70,10,2013,10,56,46,8,6,3,3,9,24
70,11,2013,11,63,56,17,12,3,10,16,39
70,12,2013,12,55,63,15,13,3,17,23,41
70,13,2013,13,53,55,8,10,3,24,30,26
70,14,2013,14,61,53,4,6,3.918032787,1,31,30
70,15,2013,15,46,61,10,11,4,7,13,34
70,16,2013,16,49,46,11,6,4,14,20,24
70,17,2013,17,61,49,13,4,4,21,27,32
70,18,2013,18,47,61,11,8,4.574468085,1,30,39
70,19,2013,19,44,47,10,5,5,5,11,27
70,2,2013,2,66,33,4,3,1,6,12,14
70,20,2013,20,52,44,13,3,5,12,18,27
70,21,2013,21,55,52,6,6,5,19,25,27
70,22,2013,22,48,55,12,4,5.208333333,1,31,25
70,23,2013,23,48,48,7,6,6,2,8,32
70,24,2013,24,65,48,5,7,6,9,15,29
70,25,2013,25,52,65,12,6,6,16,22,32
70,26,2013,26,54,52,13,4,6,23,29,27
70,27,2013,27,58,54,9,17,6.896551724,1,30,37
70,28,2013,28,45,58,10,7,7,7,13,36
70,29,2013,29,63,45,9,6,7,14,20,24
70,3,2013,3,53,66,14,7,1,13,19,34
70,30,2013,30,52,63,9,7,7,21,27,33
70,31,2013,31,51,52,6,7,7.470588235,1,31,31
70,32,2013,32,72,51,13,8,8,4,10,24
70,33,2013,33,50,72,12,16,8,11,17,43
70,34,2013,34,68,50,10,9,8,18,24,30
70,35,2013,35,50,68,15,7,8,25,31,35
70,36,2013,36,67,50,8,13,9,1,7,32
70,37,2013,37,57,67,17,12,9,8,14,40
70,38,2013,38,44,57,12,8,9,15,21,36
70,39,2013,39,58,44,8,4,9,22,28,28
70,4,2013,4,59,53,13,4,1,20,26,20
70,40,2013,40,67,58,9,10,9.791044776,1,30,36
70,41,2013,41,48,67,14,6,10,6,12,41
70,42,2013,42,71,48,9,4,10,13,19,25
70,43,2013,43,63,71,5,5,10,20,26,43
70,44,2013,44,67,63,10,7,10.29850746,1,31,37
70,45,2013,45,53,67,14,5,11,3,9,40
70,46,2013,46,62,53,5,5,11,10,16,26
70,47,2013,47,50,62,8,2,11,17,23,37
70,48,2013,48,48,50,11,8,11,24,30,27
70,49,2013,49,61,48,6,4,12,1,7,27
70,5,2013,5,49,59,12,8,1.265306122,1,31,30
70,50,2013,50,37,61,10,1,12,8,14,35
70,51,2013,51,54,37,6,1,12,15,21,23
70,52,2013,52,35,54,8,5,12,22,28,30
70,53,2013,53,16,35,7,4,12,29,31,21
70,6,2013,6,48,49,11,6,2,3,9,26
70,7,2013,7,31,48,6,10,2,10,16,28
70,8,2013,8,45,31,7,3,2,17,23,21
70,9,2013,9,46,45,7,8,2.369565217,1,28,25
70,1,2014,1,24,16,5,4,1,1,4,6
70,10,2014,10,38,31,5,8,3,2,8,20
70,11,2014,11,27,38,8,3,3,9,15,23
70,12,2014,12,33,27,7,5,3,16,22,18
70,13,2014,13,36,33,4,7,3,23,29,19
70,14,2014,14,74,36,9,4,3.716216216,1,31,16
70,15,2014,15,52,74,10,5,4,6,12,49
70,16,2014,16,53,52,16,9,4,13,19,31
70,17,2014,17,45,53,11,5,4,20,26,23
70,18,2014,18,55,45,10,7,4.563636364,1,30,26
70,19,2014,19,46,55,11,8,5,4,10,33
70,2,2014,2,32,24,9,2,1,5,11,12
70,20,2014,20,66,46,10,3,5,11,17,28
70,21,2014,21,51,66,12,8,5,18,24,45
70,22,2014,22,53,51,17,5,5,25,31,22
70,23,2014,23,44,53,15,9,6,1,7,23
70,24,2014,24,59,44,10,8,6,8,14,26
70,25,2014,25,40,59,8,10,6,15,21,34
70,26,2014,26,50,40,11,9,6,22,28,25
70,27,2014,27,50,50,8,11,6.78,1,30,23
70,28,2014,28,63,50,14,3,7,6,12,31
70,29,2014,29,53,63,15,8,7,13,19,42
70,3,2014,3,42,32,7,4,1,12,18,16
70,30,2014,30,31,53,10,6,7,20,26,33
70,31,2014,31,47,31,3,8,7.29787234,1,31,14
70,32,2014,32,49,47,8,4,8,3,9,21
70,33,2014,33,41,49,11,6,8,10,16,31
70,34,2014,34,41,41,6,10,8,17,23,26
70,35,2014,35,43,41,7,4,8,24,30,20
70,36,2014,36,71,43,10,3,8.873239437,1,31,25
70,37,2014,37,55,71,7,11,9,7,13,39
70,38,2014,38,71,55,14,11,9,14,20,32
70,39,2014,39,70,71,13,1,9,21,27,39
70,4,2014,4,41,42,14,7,1,19,25,22
70,40,2014,40,53,70,16,5,9.547169811,1,30,40
70,41,2014,41,51,53,10,5,10,5,11,26
70,42,2014,42,57,51,9,1,10,12,18,33
70,43,2014,43,53,57,4,9,10,19,25,40
70,44,2014,44,47,53,7,5,10.17021277,1,31,28
70,45,2014,45,68,47,10,10,11,2,8,32
70,46,2014,46,53,68,10,5,11,9,15,32
70,47,2014,47,56,53,3,7,11,16,22,20
70,48,2014,48,47,56,10,7,11,23,29,27
70,49,2014,49,45,47,4,7,11.8,1,30,29
70,5,2014,5,47,41,6,5,1.191489362,1,31,26
70,50,2014,50,42,45,4,8,12,7,13,21
70,51,2014,51,60,42,9,6,12,14,20,24
70,52,2014,52,32,60,11,10,12,21,27,41
70,53,2014,53,20,32,5,5,12,28,31,13
70,6,2014,6,41,47,7,6,2,2,8,26
70,7,2014,7,43,41,6,5,2,9,15,24
70,8,2014,8,50,43,9,8,2,16,22,27
70,9,2014,9,31,50,10,3,2.225806452,1,28,30
71,1,2013,1,148,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
71,10,2013,10,169,151,52,24,3,3,9,91
71,11,2013,11,162,169,61,37,3,10,16,101
71,12,2013,12,168,162,54,30,3,17,23,100
71,13,2013,13,147,168,45,29,3,24,30,103
71,14,2013,14,184,147,42,31,3.85326087,1,31,98
71,15,2013,15,157,184,67,38,4,7,13,118
71,16,2013,16,165,157,49,35,4,14,20,94
71,17,2013,17,185,165,46,32,4,21,27,112
71,18,2013,18,199,185,53,30,4.608040201,1,30,118
71,19,2013,19,157,199,65,47,5,5,11,116
71,2,2013,2,167,148,47,31,1,6,12,81
71,20,2013,20,199,157,48,38,5,12,18,87
71,21,2013,21,196,199,72,40,5,19,25,122
71,22,2013,22,181,196,59,38,5.226519337,1,31,117
71,23,2013,23,196,181,66,43,6,2,8,120
71,24,2013,24,138,196,67,27,6,9,15,125
71,25,2013,25,171,138,37,34,6,16,22,81
71,26,2013,26,167,171,45,37,6,23,29,111
71,27,2013,27,163,167,41,35,6.889570552,1,30,88
71,28,2013,28,192,163,43,36,7,7,13,103
71,29,2013,29,171,192,52,39,7,14,20,117
71,3,2013,3,142,167,49,43,1,13,19,98
71,30,2013,30,158,171,40,28,7,21,27,99
71,31,2013,31,159,158,43,27,7.452830189,1,31,91
71,32,2013,32,188,159,35,37,8,4,10,97
71,33,2013,33,171,188,43,40,8,11,17,111
71,34,2013,34,170,171,54,36,8,18,24,107
71,35,2013,35,183,170,35,28,8,25,31,117
71,36,2013,36,156,183,45,29,9,1,7,107
71,37,2013,37,171,156,46,28,9,8,14,92
71,38,2013,38,159,171,44,34,9,15,21,113
71,39,2013,39,193,159,44,32,9,22,28,97
71,4,2013,4,149,142,37,19,1,20,26,80
71,40,2013,40,160,193,47,28,9.7375,1,30,108
71,41,2013,41,158,160,49,28,10,6,12,96
71,42,2013,42,136,158,50,34,10,13,19,103
71,43,2013,43,164,136,46,37,10,20,26,90
71,44,2013,44,160,164,40,44,10.3,1,31,95
71,45,2013,45,174,160,37,30,11,3,9,103
71,46,2013,46,131,174,51,35,11,10,16,119
71,47,2013,47,184,131,38,27,11,17,23,75
71,48,2013,48,162,184,53,40,11,24,30,112
71,49,2013,49,143,162,45,40,12,1,7,100
71,5,2013,5,152,149,43,23,1.328947368,1,31,103
71,50,2013,50,135,143,31,28,12,8,14,86
71,51,2013,51,123,135,33,24,12,15,21,73
71,52,2013,52,133,123,29,35,12,22,28,78
71,53,2013,53,54,133,30,32,12,29,31,85
